п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"151687";"ИП Овчаров Игорь Иванович /Пекарня Буханка";"Москва, ул. Новохохловская,15, корп. 1";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.7287646";"37.713078";"19.04.2025";"https://durnovcev2000.kaiten.ru/40723653"
"136159";"ООО «ВКУСНО»/пекарня ""Буханка""";"Москва, Перовское шоссе, д. 2к2";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.734105";"37.739882";"19.04.2025";"https://durnovcev2000.kaiten.ru/42963502"
"131745";"ООО ""Спот""/аптека Планета Здоровья";"Москва г, Дмитриевского ул, дом № 1";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.7090454";"37.8877121";"19.04.2025";"https://durnovcev2000.kaiten.ru/32562539"
"151674";"ИП Лапаева Вера Сергеевна/ Пекарня Буханка";"Москва, ш. Перовское, 2, корп. 3";"ЮВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.7339252";"37.4104922";"19.04.2025";"https://durnovcev2000.kaiten.ru/40694593"
"137808";"АО Агрокомплекс";"Жулебинский бульвар 10/6 Москва";"ЮВАО";"Гранит";"Писаренко С.";"КВ";"55.698469";"37.849932";"18.04.2025";"https://durnovcev2000.kaiten.ru/35755882"
"132314";"ООО «ДАР-М» (Медицинский центр «LAB QUEST»)";"Москва г, Авиаконструктора Миля ул, дом 8";"ЮВАО";"Гранит";"Христенко Е.А.";"КВ";"55.6846846";"37.8531582";"18.04.2025";"https://durnovcev2000.kaiten.ru/32562256"
"136612";"ООО «АПТЕЧНЫЙ СКЛАД «ПОДМОСКОВЬЕ», аптека";"Москва г, Генерала Кузнецова ул, дом № 12";"ЮВАО";"Гранит";"Епуре Ю.В.";"КВ";"55.685148";"37.8555913";"18.04.2025";"https://durnovcev2000.kaiten.ru/32562031"
"194119";"ООО ""ФУДСЕРВИС Магазин пятерочка";"Московская обл, Люберцы г, дп. Красково,д. Мотюково,д.59,стр.19";"ЮВАО";"Эсток-Сервис";"Михно С.С.";"КВ";"55.6998806";"38.0042029";"17.04.2025";"https://durnovcev2000.kaiten.ru/32562026"
"138340";"ИП Зеленская Наталья Анатольевна/(Салон красоты – Метаморфоза)";"Люберцы,  ул Камова, д. 5, к. 2";"ЮВАО";"Технологии Безопасности";"Максимов М.Ю.";"КВ";"55.705972";"37.87117";"17.04.2025";"https://durnovcev2000.kaiten.ru/41271461"
"134251";"ИП Вирабян Рузанна Вирабовна (Магазин «Всё для дома и Ремонта»)";"Московская обл, Люберцы г, Некрасовский проезд 4";"ЮВАО";"Технологии Безопасности";"Кузнецов М.А.";"КВ";"55.7078351";"37.9521905";"17.04.2025";"https://durnovcev2000.kaiten.ru/32562773"
