п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"133872";"ООО «ВОСХОД»/ Пекарня Буханка";"г.Москва , Ильменский пр-д, 17к4";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.8609228";"37.5424522";"03.04.2025";"https://durnovcev2000.kaiten.ru/33680755"
"134547";"ООО «Система»/Пекарня Буханка";"Москва г, Ильменский проезд, дом № 14";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.8590183";"37.5456469";"03.04.2025";"https://durnovcev2000.kaiten.ru/33129731"
"137383";"Копирка";"Москва г, ул Клинская, д. 8, стр. 2";"САО+СЗАО";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.869071";"37.497414";"03.04.2025";"https://durnovcev2000.kaiten.ru/33685337"
"151658";"ООО ""Фанагория-Розничная Сеть"", Магазин «Фанагория» № 147";"Москва г., ул. Фестивальная . д.7";"САО+СЗАО";"Гранит";"Милованова Т.";"КВ";"55.8551014";"37.4744461";"02.04.2025";"https://durnovcev2000.kaiten.ru/33681603"
"№ 1108ТБ";"ИП Арутюнян Альберт Ашотович / Гриль – Бар «Шашлычок»";"Москва, Новопетровская, дом 10";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.828443";"37.526223";"02.04.2025";"https://durnovcev2000.kaiten.ru/43425793"
"137472";"ИП Труфанова Людмила Васильевна/Французская пекарня French Bakery SeDelice";"Москва г, ш Волоколамское, д. 24, к. 1, помещ. 15Н	Москва	Квартал";"САО+СЗАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.8118132";"37.4850259";"02.04.2025";"https://durnovcev2000.kaiten.ru/33685961"
"№ 1047";"ООО «СОВА» /(гостиница ""СОВА"")";"Москва, ул. Авангардная,9 корп.2";"САО+СЗАО";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.847088";"37.486966";"02.04.2025";"https://durnovcev2000.kaiten.ru/40530722"
"1654";"ИП Власов Дмитрий Александрович (Пункт выдачи Озон)";"Москва, Коптевская, д. 20, к. 1";"САО+СЗАО";"Технологии Безопасности";"Бурлакова Д.М.";"КВ";"55.8310336";"37.5193938";"02.04.2025";"https://durnovcev2000.kaiten.ru/41956650"
"132464";"ООО ""Планета Здоровья Холдинг"" Аптека Планета Здоровья";"Московская обл, Голубое д., Тверецкий пр-д, дом № 16, корпус 2";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.982043";"37.1001028";"01.04.2025";"https://durnovcev2000.kaiten.ru/33680682"
"133216";"Магазин «Выгодный Комиссионный»)";"Московская обл, Солнечногорский р-н, Солнечногорск г, Голубое д, Родниковая ул, дом 4Б";"САО+СЗАО";"Гранит";"Христенко Е.А.";"КВ";"55.98432990000001";"37.1038402";"01.04.2025";"https://durnovcev2000.kaiten.ru/33680711"
"133179";"ООО ""ЗДОРОВЬЕ""/Аптека Планета Здоровья";"Московская обл, Солнечногорский р-н, Солнечногорск г, Голубое д, Парковый бульвар, дом 5";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.97842989999999";"37.096353";"01.04.2025";"https://durnovcev2000.kaiten.ru/33680686"
"138524";"ООО «ГАЛЕНА-ЛЮКС» (Складские услуги «Кладовкин»)";"Москва проезд 1-й Волоколамский, д. 11, к. 1";"САО+СЗАО";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.801946";"37.49063200000001";"29.03.2025";"https://durnovcev2000.kaiten.ru/42911187"
"131993";"ПЛАНЕТА ЗДОРОВЬЯ ХОЛДИНГ ООО";"Зеленоград корп. 2027";"САО+СЗАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.9746809";"37.1712555";"28.03.2025";"https://durnovcev2000.kaiten.ru/33166321"
"1117";"ООО «МК-АПТЕКА»";"ул. Академика Павлова, д. 10";"САО+СЗАО";"Гранит";"-";"КВ";"55.741059";"37.397153";"27.03.2025";"https://durnovcev2000.kaiten.ru/33680873"
"133163";"ООО «Восход»/Пекарня Буханка";"Москва г, Академика Павлова ул, дом 28";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.747235";"37.4068574";"27.03.2025";"https://durnovcev2000.kaiten.ru/33680601"
"134001";"ООО ""Гастроном Рублевский"" (Гастроном – Гастромаркет ""ЕДА"")";"Москва г, Рублёвское ш, дом 28, корпус 1";"САО+СЗАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.746679";"37.4212831";"27.03.2025";"https://durnovcev2000.kaiten.ru/33681388"
"151695";"ООО «Система»/Пекарня Буханка";"Москва г, ул Академика Павлова, д. 38, к. 1";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.744186";"37.407698";"27.03.2025";"https://durnovcev2000.kaiten.ru/41019945"
"151700";"ООО «Чайка»/ Пекарня Буханка";"Москва г, ул Ижорская, д. 6, к. 6";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.880325";"37.5012619";"24.03.2025";"https://durnovcev2000.kaiten.ru/40837580"
"7895";"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""ПРАВОСЛАВНЫЙ ПРИХОД ГЕОРГИЕВСКОГО ХРАМА";"Московская обл, Красногорск г, Нефедьево д";"САО+СЗАО";"Технологии Безопасности";"Епуре А.А.";"КВ";"55.8940914";"37.1493176";"23.03.2025";"https://durnovcev2000.kaiten.ru/33679936"
"137105";"ООО «НИКОЛЬ» (Кафе Чеми мезобели)";"Москва, Живописная, д. 14";"САО+СЗАО";"Эсток-Сервис";"Сафин М.С.";"КВ";"55.7848068";"37.4561243";"23.03.2025";"https://durnovcev2000.kaiten.ru/47528707"
"134391";"ООО «ВКУСНО»/Пекарня Буханка";"МО , Красногорский р-н, п. Ильинское-Усово, ул.Заповедная , 3";"САО+СЗАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.77494249999999";"37.2402529";"19.03.2025";"https://durnovcev2000.kaiten.ru/33680647"
"138189";"ООО «МедКея» / Медицинский центр ""MedCare""";"посёлок Ильинское-Усово, ул. Заповедная, 14";"САО+СЗАО";"Гранит";"Христенко Е.А.";"КВ";"55.7779967";"37.2426101";"19.03.2025";"https://durnovcev2000.kaiten.ru/41168837"
